20:31:09 [INFO] Opening target process: csgo.exe
09:45:56 [INFO] Found netvar: m_iItemIDHigh => 0x2FD0
09:45:56 [INFO] Found netvar: m_iObserverMode => 0x3388
09:45:56 [INFO] Found netvar: m_iShotsFired => 0x103E0
09:45:56 [INFO] Found netvar: m_iState => 0x3268
09:45:56 [INFO] Found netvar: m_iTeamNum => 0xF4
09:45:56 [INFO] Found netvar: m_lifeState => 0x25F
09:45:56 [INFO] Found netvar: m_nFallbackPaintKit => 0x31D8
09:45:56 [INFO] Found netvar: m_nFallbackSeed => 0x31DC
09:45:56 [INFO] Found netvar: m_nFallbackStatTrak => 0x31E4
09:45:56 [INFO] Found netvar: m_iDefaultFOV => 0x333C
09:45:56 [INFO] Found netvar: m_iFOV => 0x31F4
09:45:56 [INFO] Found netvar: m_nForceBone => 0x268C
09:45:56 [INFO] Found netvar: m_nTickBase => 0x3440
09:45:56 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
09:45:56 [INFO] Found netvar: m_szCustomName => 0x304C
09:45:56 [INFO] Found netvar: m_szLastPlaceName => 0x35C4
09:45:56 [INFO] Found netvar: m_vecOrigin => 0x138
09:45:56 [INFO] Found netvar: m_vecVelocity => 0x114
09:45:56 [INFO] Found netvar: m_vecViewOffset => 0x108
09:45:56 [INFO] Found netvar: m_viewPunchAngle => 0x3030
09:45:56 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31E4
09:45:56 [INFO] Found netvar: m_clrRender => 0x70
09:45:56 [INFO] Found netvar: m_bBombTicking => 0x2990
09:45:56 [INFO] Found netvar: m_bBombDefused => 0x29C0
09:45:56 [INFO] Found netvar: m_flC4Blow => 0x29A0
09:45:56 [INFO] Found netvar: m_hBombDefuser => 0x29C4
09:45:56 [INFO] Found netvar: m_flTimerLength => 0x29A4
09:45:56 [INFO] Found netvar: m_flDefuseLength => 0x29B8
09:45:56 [INFO] Found netvar: m_flDefuseCountDown => 0x29BC
09:45:56 [INFO] Found netvar: m_nBombSite => 0x2994
09:45:56 [INFO] Found netvar: cs_gamerules_data => 0x0
09:45:56 [INFO] Found netvar: m_SurvivalRules => 0xD00
09:45:56 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1328
09:45:56 [INFO] Found netvar: m_bIsValveDS => 0x7C
09:45:56 [INFO] Found netvar: m_bFreezePeriod => 0x20
09:45:56 [INFO] Found netvar: m_bBombPlanted => 0x9A5
09:45:56 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
09:45:56 [INFO] Found netvar: m_flSimulationTime => 0x268
09:45:56 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x9ADC
09:45:56 [INFO] Found netvar: m_angEyeAnglesX => 0x117D0
09:45:56 [INFO] Found netvar: m_angEyeAnglesY => 0x117D4
09:45:56 [INFO] Found netvar: m_flNextAttack => 0x2D80
09:45:56 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
09:45:56 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28C0
09:45:56 [INFO] Found netvar: m_bStartedArming => 0x3400
09:45:56 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
09:45:56 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
09:45:56 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
09:45:56 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
09:45:56 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
09:45:56 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
09:45:56 [INFO] Found netvar: m_nViewModelIndex => 0x29D0
09:45:56 [INFO] Finished netvar scanning: 93/93 items successful
03:33:14 [INFO] Opening target process: csgo.exe
03:33:14 [INFO] Starting signature scanning: 57 items
03:33:14 [INFO] Found signature: dwClientState => 0x58CFC4
03:33:14 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
03:33:14 [INFO] Found signature: dwClientState_IsHLTV => 0x4D48
03:33:14 [INFO] Found signature: dwClientState_Map => 0x28C
03:33:14 [INFO] Found signature: dwClientState_MapDirectory => 0x188
03:33:14 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
03:33:14 [INFO] Found signature: dwClientState_PlayerInfo => 0x52C0
03:33:14 [INFO] Found signature: dwClientState_State => 0x108
03:33:14 [INFO] Found signature: dwClientState_ViewAngles => 0x4D90
03:33:14 [INFO] Found signature: clientstate_delta_ticks => 0x174
03:33:14 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D2C
03:33:14 [INFO] Found signature: clientstate_choked_commands => 0x4D30
03:33:14 [INFO] Found signature: clientstate_net_channel => 0x9C
03:33:14 [INFO] Found signature: dwEntityList => 0x4DD347C
03:33:14 [INFO] Found signature: dwForceAttack => 0x3203948
03:33:14 [INFO] Found signature: dwForceAttack2 => 0x3203954
03:33:14 [INFO] Found signature: dwForceBackward => 0x320399C
03:33:14 [INFO] Found signature: dwForceForward => 0x3203990
03:33:14 [INFO] Found signature: dwForceJump => 0x527D390
03:33:14 [INFO] Found signature: dwForceLeft => 0x32039A8
03:33:14 [INFO] Found signature: dwForceRight => 0x32039B4
03:33:14 [INFO] Found signature: dwGameDir => 0x62B880
03:33:14 [INFO] Found signature: dwGameRulesProxy => 0x52F0BBC
03:33:14 [INFO] Found signature: dwGetAllClasses => 0xDE177C
03:33:14 [INFO] Found signature: dwGlobalVars => 0x58CCC8
03:33:14 [INFO] Found signature: dwGlowObjectManager => 0x531C058
03:33:14 [INFO] Found signature: dwInput => 0x5224A50
03:33:14 [INFO] Found signature: dwInterfaceLinkList => 0x969514
03:33:14 [INFO] Found signature: dwLocalPlayer => 0xDB75DC
03:33:14 [INFO] Found signature: dwMouseEnable => 0xDBD2E8
03:33:14 [INFO] Found signature: dwMouseEnablePtr => 0xDBD2B8
03:33:14 [INFO] Found signature: dwPlayerResource => 0x3201CE0
03:33:14 [INFO] Found signature: dwRadarBase => 0x52081F4
03:33:14 [INFO] Found signature: dwSensitivity => 0xDBD184
03:33:14 [INFO] Found signature: dwSensitivityPtr => 0xDBD158
03:33:14 [INFO] Found signature: dwSetClanTag => 0x8A320
03:33:14 [INFO] Found signature: dwViewMatrix => 0x4DC4D94
03:33:14 [INFO] Found signature: dwWeaponTable => 0x5225514
03:33:14 [INFO] Found signature: dwWeaponTableIndex => 0x326C
03:33:14 [INFO] Found signature: dwYawPtr => 0xDBCF48
03:33:14 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xDC31B0
03:33:14 [INFO] Found signature: dwbSendPackets => 0xD9662
03:33:14 [INFO] Found signature: dwppDirect3DDevice9 => 0xA5050
03:33:14 [INFO] Found signature: m_pStudioHdr => 0x2950
03:33:14 [INFO] Found signature: m_yawClassPtr => 0xDBCF48
03:33:14 [INFO] Found signature: m_pitchClassPtr => 0x5208490
03:33:14 [INFO] Found signature: interface_engine_cvar => 0x3E9EC
03:33:14 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
03:33:14 [INFO] Found signature: m_bDormant => 0xED
03:33:14 [INFO] Found signature: model_ambient_min => 0x59003C
03:33:14 [INFO] Found signature: set_abs_angles => 0x1E5570
03:33:14 [INFO] Found signature: set_abs_origin => 0x1E53B0
03:33:14 [INFO] Found signature: is_c4_owner => 0x3C8970
03:33:14 [INFO] Found signature: force_update_spectator_glow => 0x3BB8FA
03:33:14 [INFO] Found signature: anim_overlays => 0x2990
03:33:14 [INFO] Found signature: m_flSpawnTime => 0x103C0
03:33:14 [INFO] Found signature: find_hud_element => 0x29485200
03:33:14 [INFO] Finished signature scanning: 57/57 items successful
03:33:14 [INFO] Starting netvar scanning: 93 items
03:33:14 [INFO] Found netvar: m_ArmorValue => 0x117CC
03:33:14 [INFO] Found netvar: m_Collision => 0x320
03:33:14 [INFO] Found netvar: m_CollisionGroup => 0x474
03:33:14 [INFO] Found netvar: m_Local => 0x2FCC
03:33:14 [INFO] Found netvar: m_MoveType => 0x25B
03:33:14 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31D4
03:33:14 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31D0
03:33:14 [INFO] Found netvar: m_aimPunchAngle => 0x303C
03:33:14 [INFO] Found netvar: m_aimPunchAngleVel => 0x3048
03:33:14 [INFO] Found netvar: m_bGunGameImmunity => 0x9990
03:33:14 [INFO] Found netvar: m_bHasDefuser => 0x117DC
03:33:14 [INFO] Found netvar: m_bHasHelmet => 0x117C0
03:33:14 [INFO] Found netvar: m_bInReload => 0x3248
03:33:14 [INFO] Found netvar: m_bIsDefusing => 0x997C
03:33:14 [INFO] Found netvar: m_bIsScoped => 0x9974
03:33:14 [INFO] Found netvar: m_bSpotted => 0x93D
03:33:14 [INFO] Found netvar: m_bSpottedByMask => 0x980
03:33:14 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
03:33:14 [INFO] Found netvar: m_fAccuracyPenalty => 0x3340
03:33:14 [INFO] Found netvar: m_fFlags => 0x104
03:33:14 [INFO] Found netvar: m_hViewModel => 0x3308
03:33:14 [INFO] Found netvar: m_flFallbackWear => 0x31E0
03:33:14 [INFO] Found netvar: m_flFlashDuration => 0x10470
03:33:14 [INFO] Found netvar: m_flFlashMaxAlpha => 0x1046C
03:33:14 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3248
03:33:14 [INFO] Found netvar: m_hActiveWeapon => 0x2F08
03:33:14 [INFO] Found netvar: m_hMyWeapons => 0x2F08
03:33:14 [INFO] Found netvar: m_hObserverTarget => 0x339C
03:33:14 [INFO] Found netvar: m_hOwner => 0x29DC
03:33:14 [INFO] Found netvar: m_hOwnerEntity => 0x14C
03:33:14 [INFO] Found netvar: m_iAccountID => 0x2FD8
03:33:14 [INFO] Found netvar: m_iClip1 => 0x3274
03:33:14 [INFO] Found netvar: m_zoomLevel => 0x33E0
03:33:14 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
03:33:14 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
03:33:14 [INFO] Found netvar: m_iCrosshairId => 0x117DC
03:33:14 [INFO] Found netvar: m_iEntityQuality => 0x2FBC
03:33:14 [INFO] Found netvar: m_iFOVStart => 0x31F8
03:33:14 [INFO] Found netvar: m_iGlowIndex => 0x10470
03:33:14 [INFO] Found netvar: m_iHealth => 0x100
03:33:14 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FBA
03:33:14 [INFO] Found netvar: m_iItemIDHigh => 0x2FD0
03:33:14 [INFO] Found netvar: m_iObserverMode => 0x3388
03:33:14 [INFO] Found netvar: m_iShotsFired => 0x103E0
03:33:14 [INFO] Found netvar: m_iState => 0x3268
03:33:14 [INFO] Found netvar: m_iTeamNum => 0xF4
03:33:14 [INFO] Found netvar: m_lifeState => 0x25F
03:33:14 [INFO] Found netvar: m_nFallbackPaintKit => 0x31D8
03:33:14 [INFO] Found netvar: m_nFallbackSeed => 0x31DC
03:33:14 [INFO] Found netvar: m_nFallbackStatTrak => 0x31E4
03:33:14 [INFO] Found netvar: m_iDefaultFOV => 0x333C
03:33:14 [INFO] Found netvar: m_iFOV => 0x31F4
03:33:14 [INFO] Found netvar: m_nForceBone => 0x268C
03:33:14 [INFO] Found netvar: m_nTickBase => 0x3440
03:33:14 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
03:33:14 [INFO] Found netvar: m_szCustomName => 0x304C
03:33:14 [INFO] Found netvar: m_szLastPlaceName => 0x35C4
03:33:14 [INFO] Found netvar: m_vecOrigin => 0x138
03:33:14 [INFO] Found netvar: m_vecVelocity => 0x114
03:33:14 [INFO] Found netvar: m_vecViewOffset => 0x108
03:33:14 [INFO] Found netvar: m_viewPunchAngle => 0x3030
03:33:14 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31E4
03:33:14 [INFO] Found netvar: m_clrRender => 0x70
03:33:14 [INFO] Found netvar: m_bBombTicking => 0x2990
03:33:14 [INFO] Found netvar: m_bBombDefused => 0x29C0
03:33:14 [INFO] Found netvar: m_flC4Blow => 0x29A0
03:33:14 [INFO] Found netvar: m_hBombDefuser => 0x29C4
03:33:14 [INFO] Found netvar: m_flTimerLength => 0x29A4
03:33:14 [INFO] Found netvar: m_flDefuseLength => 0x29B8
03:33:14 [INFO] Found netvar: m_flDefuseCountDown => 0x29BC
03:33:14 [INFO] Found netvar: m_nBombSite => 0x2994
03:33:14 [INFO] Found netvar: cs_gamerules_data => 0x0
03:33:14 [INFO] Found netvar: m_SurvivalRules => 0xD00
03:33:14 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1328
03:33:14 [INFO] Found netvar: m_bIsValveDS => 0x7C
03:33:14 [INFO] Found netvar: m_bFreezePeriod => 0x20
03:33:14 [INFO] Found netvar: m_bBombPlanted => 0x9A5
03:33:14 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
03:33:14 [INFO] Found netvar: m_flSimulationTime => 0x268
03:33:14 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x9ADC
03:33:14 [INFO] Found netvar: m_angEyeAnglesX => 0x117D0
03:33:14 [INFO] Found netvar: m_angEyeAnglesY => 0x117D4
03:33:14 [INFO] Found netvar: m_flNextAttack => 0x2D80
03:33:14 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
03:33:14 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28C0
03:33:14 [INFO] Found netvar: m_bStartedArming => 0x3400
03:33:14 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
03:33:14 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
03:33:14 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
03:33:14 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
03:33:14 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
03:33:14 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
03:33:14 [INFO] Found netvar: m_nViewModelIndex => 0x29D0
03:33:14 [INFO] Finished netvar scanning: 93/93 items successful
11:16:32 [INFO] Opening target process: csgo.exe
11:16:32 [INFO] Starting signature scanning: 57 items
11:16:32 [INFO] Found signature: dwClientState => 0x58CFC4
11:16:32 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
11:16:32 [INFO] Found signature: dwClientState_IsHLTV => 0x4D48
11:16:32 [INFO] Found signature: dwClientState_Map => 0x28C
11:16:32 [INFO] Found signature: dwClientState_MapDirectory => 0x188
11:16:32 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
11:16:32 [INFO] Found signature: dwClientState_PlayerInfo => 0x52C0
11:16:32 [INFO] Found signature: dwClientState_State => 0x108
11:16:32 [INFO] Found signature: dwClientState_ViewAngles => 0x4D90
11:16:32 [INFO] Found signature: clientstate_delta_ticks => 0x174
11:16:32 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D2C
11:16:32 [INFO] Found signature: clientstate_choked_commands => 0x4D30
11:16:32 [INFO] Found signature: clientstate_net_channel => 0x9C
11:16:32 [INFO] Found signature: dwEntityList => 0x4DD348C
11:16:32 [INFO] Found signature: dwForceAttack => 0x3203940
11:16:32 [INFO] Found signature: dwForceAttack2 => 0x320394C
11:16:32 [INFO] Found signature: dwForceBackward => 0x320397C
11:16:32 [INFO] Found signature: dwForceForward => 0x3203970
11:16:32 [INFO] Found signature: dwForceJump => 0x527D3A0
11:16:32 [INFO] Found signature: dwForceLeft => 0x3203988
11:16:32 [INFO] Found signature: dwForceRight => 0x3203994
11:16:32 [INFO] Found signature: dwGameDir => 0x62B900
11:16:32 [INFO] Found signature: dwGameRulesProxy => 0x52F0BCC
11:16:32 [INFO] Found signature: dwGetAllClasses => 0xDE177C
11:16:32 [INFO] Found signature: dwGlobalVars => 0x58CCC8
11:16:32 [INFO] Found signature: dwGlowObjectManager => 0x531C090
11:16:32 [INFO] Found signature: dwInput => 0x5224A60
11:16:32 [INFO] Found signature: dwInterfaceLinkList => 0x969514
11:16:32 [INFO] Found signature: dwLocalPlayer => 0xDB75DC
11:16:32 [INFO] Found signature: dwMouseEnable => 0xDBD2E8
11:16:32 [INFO] Found signature: dwMouseEnablePtr => 0xDBD2B8
11:16:32 [INFO] Found signature: dwPlayerResource => 0x3201CF0
11:16:32 [INFO] Found signature: dwRadarBase => 0x5208204
11:16:32 [INFO] Found signature: dwSensitivity => 0xDBD184
11:16:32 [INFO] Found signature: dwSensitivityPtr => 0xDBD158
11:16:32 [INFO] Found signature: dwSetClanTag => 0x8A3E0
11:16:32 [INFO] Found signature: dwViewMatrix => 0x4DC4DA4
11:16:32 [INFO] Found signature: dwWeaponTable => 0x5225524
11:16:32 [INFO] Found signature: dwWeaponTableIndex => 0x326C
11:16:32 [INFO] Found signature: dwYawPtr => 0xDBCF48
11:16:32 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xDC31B0
11:16:32 [INFO] Found signature: dwbSendPackets => 0xD9722
11:16:32 [INFO] Found signature: dwppDirect3DDevice9 => 0xA5050
11:16:32 [INFO] Found signature: m_pStudioHdr => 0x2950
11:16:32 [INFO] Found signature: m_yawClassPtr => 0xDBCF48
11:16:32 [INFO] Found signature: m_pitchClassPtr => 0x52084A0
11:16:32 [INFO] Found signature: interface_engine_cvar => 0x3E9EC
11:16:32 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
11:16:32 [INFO] Found signature: m_bDormant => 0xED
11:16:32 [INFO] Found signature: model_ambient_min => 0x59003C
11:16:32 [INFO] Found signature: set_abs_angles => 0x1E5570
11:16:32 [INFO] Found signature: set_abs_origin => 0x1E53B0
11:16:32 [INFO] Found signature: is_c4_owner => 0x3C8970
11:16:32 [INFO] Found signature: force_update_spectator_glow => 0x3BB8FA
11:16:32 [INFO] Found signature: anim_overlays => 0x2990
11:16:32 [INFO] Found signature: m_flSpawnTime => 0x103C0
11:16:32 [INFO] Found signature: find_hud_element => 0x347A5200
11:16:32 [INFO] Finished signature scanning: 57/57 items successful
11:16:32 [INFO] Starting netvar scanning: 93 items
11:16:32 [INFO] Found netvar: m_ArmorValue => 0x117CC
11:16:32 [INFO] Found netvar: m_Collision => 0x320
11:16:32 [INFO] Found netvar: m_CollisionGroup => 0x474
11:16:32 [INFO] Found netvar: m_Local => 0x2FCC
11:16:32 [INFO] Found netvar: m_MoveType => 0x25B
11:16:32 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31D4
11:16:32 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31D0
11:16:32 [INFO] Found netvar: m_aimPunchAngle => 0x303C
11:16:32 [INFO] Found netvar: m_aimPunchAngleVel => 0x3048
11:16:32 [INFO] Found netvar: m_bGunGameImmunity => 0x9990
11:16:32 [INFO] Found netvar: m_bHasDefuser => 0x117DC
11:16:32 [INFO] Found netvar: m_bHasHelmet => 0x117C0
11:16:32 [INFO] Found netvar: m_bInReload => 0x3248
11:16:32 [INFO] Found netvar: m_bIsDefusing => 0x997C
11:16:32 [INFO] Found netvar: m_bIsScoped => 0x9974
11:16:32 [INFO] Found netvar: m_bSpotted => 0x93D
11:16:32 [INFO] Found netvar: m_bSpottedByMask => 0x980
11:16:32 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
11:16:32 [INFO] Found netvar: m_fAccuracyPenalty => 0x3340
11:16:32 [INFO] Found netvar: m_fFlags => 0x104
11:16:32 [INFO] Found netvar: m_hViewModel => 0x3308
11:16:32 [INFO] Found netvar: m_flFallbackWear => 0x31E0
11:16:32 [INFO] Found netvar: m_flFlashDuration => 0x10470
11:16:32 [INFO] Found netvar: m_flFlashMaxAlpha => 0x1046C
11:16:32 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3248
11:16:32 [INFO] Found netvar: m_hActiveWeapon => 0x2F08
11:16:32 [INFO] Found netvar: m_hMyWeapons => 0x2F08
11:16:32 [INFO] Found netvar: m_hObserverTarget => 0x339C
11:16:32 [INFO] Found netvar: m_hOwner => 0x29DC
11:16:32 [INFO] Found netvar: m_hOwnerEntity => 0x14C
11:16:32 [INFO] Found netvar: m_iAccountID => 0x2FD8
11:16:32 [INFO] Found netvar: m_iClip1 => 0x3274
11:16:32 [INFO] Found netvar: m_zoomLevel => 0x33E0
11:16:32 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
11:16:32 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
11:16:32 [INFO] Found netvar: m_iCrosshairId => 0x117DC
11:16:32 [INFO] Found netvar: m_iEntityQuality => 0x2FBC
11:16:32 [INFO] Found netvar: m_iFOVStart => 0x31F8
11:16:32 [INFO] Found netvar: m_iGlowIndex => 0x10470
11:16:32 [INFO] Found netvar: m_iHealth => 0x100
11:16:32 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FBA
11:16:32 [INFO] Found netvar: m_iItemIDHigh => 0x2FD0
11:16:32 [INFO] Found netvar: m_iObserverMode => 0x3388
11:16:32 [INFO] Found netvar: m_iShotsFired => 0x103E0
11:16:32 [INFO] Found netvar: m_iState => 0x3268
11:16:32 [INFO] Found netvar: m_iTeamNum => 0xF4
11:16:32 [INFO] Found netvar: m_lifeState => 0x25F
11:16:32 [INFO] Found netvar: m_nFallbackPaintKit => 0x31D8
11:16:32 [INFO] Found netvar: m_nFallbackSeed => 0x31DC
11:16:32 [INFO] Found netvar: m_nFallbackStatTrak => 0x31E4
11:16:32 [INFO] Found netvar: m_iDefaultFOV => 0x333C
11:16:32 [INFO] Found netvar: m_iFOV => 0x31F4
11:16:32 [INFO] Found netvar: m_nForceBone => 0x268C
11:16:32 [INFO] Found netvar: m_nTickBase => 0x3440
11:16:32 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
11:16:32 [INFO] Found netvar: m_szCustomName => 0x304C
11:16:32 [INFO] Found netvar: m_szLastPlaceName => 0x35C4
11:16:32 [INFO] Found netvar: m_vecOrigin => 0x138
11:16:32 [INFO] Found netvar: m_vecVelocity => 0x114
11:16:32 [INFO] Found netvar: m_vecViewOffset => 0x108
11:16:32 [INFO] Found netvar: m_viewPunchAngle => 0x3030
11:16:32 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31E4
11:16:32 [INFO] Found netvar: m_clrRender => 0x70
11:16:32 [INFO] Found netvar: m_bBombTicking => 0x2990
11:16:32 [INFO] Found netvar: m_bBombDefused => 0x29C0
11:16:32 [INFO] Found netvar: m_flC4Blow => 0x29A0
11:16:32 [INFO] Found netvar: m_hBombDefuser => 0x29C4
11:16:32 [INFO] Found netvar: m_flTimerLength => 0x29A4
11:16:32 [INFO] Found netvar: m_flDefuseLength => 0x29B8
11:16:32 [INFO] Found netvar: m_flDefuseCountDown => 0x29BC
11:16:32 [INFO] Found netvar: m_nBombSite => 0x2994
11:16:32 [INFO] Found netvar: cs_gamerules_data => 0x0
11:16:32 [INFO] Found netvar: m_SurvivalRules => 0xD00
11:16:32 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1328
11:16:32 [INFO] Found netvar: m_bIsValveDS => 0x7C
11:16:32 [INFO] Found netvar: m_bFreezePeriod => 0x20
11:16:32 [INFO] Found netvar: m_bBombPlanted => 0x9A5
11:16:32 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
11:16:32 [INFO] Found netvar: m_flSimulationTime => 0x268
11:16:32 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x9ADC
11:16:32 [INFO] Found netvar: m_angEyeAnglesX => 0x117D0
11:16:32 [INFO] Found netvar: m_angEyeAnglesY => 0x117D4
11:16:32 [INFO] Found netvar: m_flNextAttack => 0x2D80
11:16:32 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
11:16:32 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28C0
11:16:32 [INFO] Found netvar: m_bStartedArming => 0x3400
11:16:32 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
11:16:32 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
11:16:32 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
11:16:32 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
11:16:32 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
11:16:32 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
11:16:32 [INFO] Found netvar: m_nViewModelIndex => 0x29D0
11:16:32 [INFO] Finished netvar scanning: 93/93 items successful
10:55:40 [INFO] Opening target process: csgo.exe
10:55:40 [INFO] Starting signature scanning: 57 items
10:55:40 [INFO] Found signature: dwClientState => 0x58CFBC
10:55:40 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
10:55:40 [INFO] Found signature: dwClientState_IsHLTV => 0x4D48
10:55:40 [INFO] Found signature: dwClientState_Map => 0x28C
10:55:40 [INFO] Found signature: dwClientState_MapDirectory => 0x188
10:55:40 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
10:55:40 [INFO] Found signature: dwClientState_PlayerInfo => 0x52C0
10:55:40 [INFO] Found signature: dwClientState_State => 0x108
10:55:40 [INFO] Found signature: dwClientState_ViewAngles => 0x4D90
10:55:40 [INFO] Found signature: clientstate_delta_ticks => 0x174
10:55:40 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D2C
10:55:40 [INFO] Found signature: clientstate_choked_commands => 0x4D30
10:55:40 [INFO] Found signature: clientstate_net_channel => 0x9C
10:55:40 [INFO] Found signature: dwEntityList => 0x4DD345C
10:55:40 [INFO] Found signature: dwForceAttack => 0x3203904
10:55:40 [INFO] Found signature: dwForceAttack2 => 0x3203910
10:55:40 [INFO] Found signature: dwForceBackward => 0x3203934
10:55:40 [INFO] Found signature: dwForceForward => 0x3203928
10:55:40 [INFO] Found signature: dwForceJump => 0x527D370
10:55:40 [INFO] Found signature: dwForceLeft => 0x3203940
10:55:40 [INFO] Found signature: dwForceRight => 0x320394C
10:55:40 [INFO] Found signature: dwGameDir => 0x62B900
10:55:40 [INFO] Found signature: dwGameRulesProxy => 0x52F0B9C
10:55:40 [INFO] Found signature: dwGetAllClasses => 0xDE177C
10:55:40 [INFO] Found signature: dwGlobalVars => 0x58CCC0
10:55:40 [INFO] Found signature: dwGlowObjectManager => 0x531C048
10:55:40 [INFO] Found signature: dwInput => 0x5224A30
10:55:40 [INFO] Found signature: dwInterfaceLinkList => 0x9697B4
10:55:40 [INFO] Found signature: dwLocalPlayer => 0xDB75DC
10:55:40 [INFO] Found signature: dwMouseEnable => 0xDBD2E8
10:55:40 [INFO] Found signature: dwMouseEnablePtr => 0xDBD2B8
10:55:40 [INFO] Found signature: dwPlayerResource => 0x3201CC0
10:55:40 [INFO] Found signature: dwRadarBase => 0x52081D4
10:55:40 [INFO] Found signature: dwSensitivity => 0xDBD184
10:55:40 [INFO] Found signature: dwSensitivityPtr => 0xDBD158
10:55:40 [INFO] Found signature: dwSetClanTag => 0x8A3A0
10:55:40 [INFO] Found signature: dwViewMatrix => 0x4DC4D74
10:55:40 [INFO] Found signature: dwWeaponTable => 0x52254F4
10:55:40 [INFO] Found signature: dwWeaponTableIndex => 0x326C
10:55:40 [INFO] Found signature: dwYawPtr => 0xDBCF48
10:55:40 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xDC31B0
10:55:40 [INFO] Found signature: dwbSendPackets => 0xD96A2
10:55:40 [INFO] Found signature: dwppDirect3DDevice9 => 0xA5050
10:55:40 [INFO] Found signature: m_pStudioHdr => 0x2950
10:55:40 [INFO] Found signature: m_yawClassPtr => 0xDBCF48
10:55:40 [INFO] Found signature: m_pitchClassPtr => 0x5208470
10:55:40 [INFO] Found signature: interface_engine_cvar => 0x3E9EC
10:55:40 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
10:55:40 [INFO] Found signature: m_bDormant => 0xED
10:55:40 [INFO] Found signature: model_ambient_min => 0x590034
